id,vader_neg,vader_neu,vader_pos,vader_compound,snippet.textOrginal,snippet.likeCount,snippet.publishedAt
Ugzz9j-d7eYpkGGNFnp4AaABAg,0.071,0.743,0.186,0.4588,Nice to see some real info getting pushed instead of the BS 5 minutes of googling to find the one argument that supports my point that dominates the discussion on youtube.,0,2020-03-23T17:43:02Z
UgyF95j8IawsohFcGv54AaABAg,0.0,1.0,0.0,0.0,it's a soft G fam,0,2020-03-23T17:42:55Z
UgzUleJpRgYnIdzRpXN4AaABAg,0.0,0.358,0.642,0.2003,Legal eagle!,0,2020-03-23T17:42:48Z
UgwOZOiyg-4r1FmvOvB4AaABAg,0.0,1.0,0.0,0.0,This is really unsettling that whole industries are breaking copyright laws,0,2020-03-23T17:42:37Z
Ugw310MDZaYXZYmLfFJ4AaABAg,0.0,1.0,0.0,0.0,Copyright is theft,0,2020-03-23T17:42:36Z
Ugw5JcdPKMA_zBZois14AaABAg,0.0,1.0,0.0,0.0,Jay foreman is a mood,0,2020-03-23T17:42:31Z
Ugwatqjmu2t13-HjqtR4AaABAg,0.0,0.672,0.328,0.5994,lmao at 30:33 did tom spit on the screen?,0,2020-03-23T17:42:30Z
UgwAc8xksTrART-NcPp4AaABAg,0.044,0.739,0.217,0.8256,"as usual nice video mate.
Probably one of your best, if not your greatest.
But, it's very long, I watched the whole thing and yet I am unable to understand a few things cause I'm watching this on 0200 hours.
Alright then, good night mate.",0,2020-03-23T17:42:29Z
UgzIU4h2sHFfVanH6CF4AaABAg,0.0,0.744,0.256,0.8522,"curious you choose EGS exclusives as example games, I for example would definitely buy those if available on Steam (but I'm apparently some kind of entitled elitist who wants his games on one superior platform)",0,2020-03-23T17:42:24Z
Ugx6pt54ErM3grS9Uf14AaABAg,0.0,1.0,0.0,0.0,"ditch YouTube,  LBRY is here",0,2020-03-23T17:42:07Z
Ugw2pYCI9rnOPJX9mkt4AaABAg,0.13,0.812,0.058,-0.5637,"this was phenomenal but also lowkey made me worried. I’m a poet who regularly relies on music to get lyrics - which inevitably become references to popular culture, Ive been told to just reference the artist in my title eg “Poem Title (Inspired by Tom Scott)” but now, i’m not sure that’s the correct thing to do :/",0,2020-03-23T17:41:48Z
Ugwgv-4wukzP5ZL9WVd4AaABAg,0.034,0.966,0.0,-0.1154,"Convoluted jurisprudence is a reason why, and how, lawyers make a lot of money. This is just one example. But seeing how lawyers make up half of congress and is one of the largest lobbying & political donor groups - this probably won't change anytime soon.",4,2020-03-23T17:41:46Z
UgyfGo1T6U9-A1ewpFJ4AaABAg,0.0,0.876,0.124,0.1779,The full goal is that companies invent immortality to extend copyright into infinity.,0,2020-03-23T17:41:36Z
UgyAH0HuLxnrkPifZcp4AaABAg,0.0,0.706,0.294,0.3612,Nebula is currently spreading like Covid 19.,0,2020-03-23T17:41:35Z
UgyljgoD3giYnPqg_6x4AaABAg,0.0,0.7,0.3,0.4585,Don't you hate it when you're treated equally,0,2020-03-23T17:41:32Z
UgzM0piUoVmj6c8D9Z94AaABAg,0.2,0.8,0.0,-0.3612,"I'm sorry, is no one going to point out ""magical post-scarcity star trek space communism""? 10:58",1,2020-03-23T17:40:57Z
Ugw7rl7bsL0Nxbpm93F4AaABAg,0.0,1.0,0.0,0.0,So in 2056 we can start using this as evidence to put Tom Scott in public domain,0,2020-03-23T17:40:50Z
Ugxmg5dhH45SXl8cHD94AaABAg,0.171,0.722,0.107,-0.1287,"I don't know why, but I was really hoping during the part about Giphy Tom was gonna turn and say ""Screw You, It's Hard G, I don't care what the creators of the format say"".",0,2020-03-23T17:40:50Z
UgxVcaPb0SB85C0YLpd4AaABAg,0.0,1.0,0.0,0.0,"Never thought I'd live to see the day when Tom says ""Wassup worl, is yo boi""",420,2020-03-23T17:40:39Z
Ugyud68ADZGhgfY7FLt4AaABAg,0.0,0.836,0.164,0.5423,"So is this the start of Tom Scott making 40 minute short plays to illustrate his points like PhilosophyTube? If so, I'm all for it",0,2020-03-23T17:40:31Z
UgzgSEYqxmbHYpuKpJx4AaABAg,0.0,0.874,0.126,0.0772,Excuse me Tom do you have a license of that License,0,2020-03-23T17:40:27Z
UgxSF3kSILSMmXlT46Z4AaABAg,0.0,1.0,0.0,0.0,Yo subtitles are colored,0,2020-03-23T17:40:18Z
UgxFqFwedBfQW0zJjzZ4AaABAg,0.0,0.685,0.315,0.3182,tom please more of this format,0,2020-03-23T17:40:07Z
UgwyaFfvUTwgrBzR6CV4AaABAg,0.224,0.621,0.155,-0.0258,No big corperations like to screw people over that is how it is,0,2020-03-23T17:40:05Z
UgwvsW40lppgAJLt79Z4AaABAg,0.138,0.862,0.0,-0.34,"Goddammit, someone finally put something on Nebula that is actually tempting to me.
I blame you, Tom.",0,2020-03-23T17:40:02Z
UgwNaNL3CvTO5o9WtGh4AaABAg,0.332,0.616,0.052,-0.9019,This is an incredibly well done video! Tom's logic is on point! But It's sad that the comments are so stupid and dry,1,2020-03-23T17:40:02Z
UgzuIbE9isy1PpyxftV4AaABAg,0.0,0.803,0.197,0.4019,Anybody who opens a video this way doesn’t have anything smart to say,0,2020-03-23T17:40:01Z
UgzviuANk8_tYBaHq2J4AaABAg,0.0,0.834,0.166,0.1513,I really want a tech dif mystery science theater show now.,0,2020-03-23T17:39:59Z
Ugyv1QResY1GQOtbeVl4AaABAg,0.0,0.791,0.209,0.4404,I didn't know i needed a 45 minute tom scott video. Turns out I did. Thanks,0,2020-03-23T17:39:44Z
Ugy3fx4H5Xc8_qSbIPh4AaABAg,0.0,0.306,0.694,0.6739,XD The beginning.,0,2020-03-23T17:39:35Z
UgzToez0JM_5SIwUXYd4AaABAg,0.0,0.813,0.187,0.6476,"One minute In and I thought ""Oh cool this is gonna be a meta video!"". Then I checked the video lenght and I knew I was in for a real treat.",0,2020-03-23T17:39:31Z
UgwxcLAV2XWBkEh2TWR4AaABAg,0.201,0.754,0.045,-0.9038,"I'm terribly sorry to tell you this mr.Scott but the footage you used to make your argument about gaming videos can't be considered critique or review as you based your judgement exclusively on third party material, making it more of a critique of those videos.
Your claim to have never purchased any of the games you listed doesn't help your case either, _GET HIS ASS BOIS!_",1,2020-03-23T17:39:17Z
Ugw4e1ixVvPjMCjrcRh4AaABAg,0.0,0.0,0.0,0.0,+,0,2020-03-23T17:39:15Z
UgwdABrCBJLoomwexyZ4AaABAg,0.0,0.745,0.255,0.6249,"Great video, just trying to push this video up in the youtube algorithm",0,2020-03-23T17:39:13Z
Ugyi1N7UjpLZfNmh8TV4AaABAg,0.0,1.0,0.0,0.0,Literally just was watching Mumbo Jumbo before this,0,2020-03-23T17:39:11Z
UgxGRDZImBF-_zOrwwl4AaABAg,0.172,0.534,0.294,0.6366,Fantastic video. It didn't feel like it was 42 minutes. Great job in addressing this particularly thorny issue.,0,2020-03-23T17:39:08Z
Ugy2ND9ZYExFGKsFXnN4AaABAg,0.136,0.585,0.279,0.8308,British and American case law sucks. That's the problem. It was innovative a few hundred years ago but now it's just a anachronistic burden. I'm so happy to live in the EU where we have straight forward written law and legal positivism!,0,2020-03-23T17:39:04Z
UgykFmMjVkSqF-SSV9V4AaABAg,0.149,0.851,0.0,-0.5411,"Oh, so this wasn't _one take!_ How disappointing.


I haven't read the comments yet, let's see how many people wrote the same 👀",0,2020-03-23T17:39:01Z
UgzS5G6828SQn2eLJA94AaABAg,0.066,0.908,0.025,-0.431,"I disagree on the point of videogames with the player following roughly the same series of events is like watching a tv show. You need to have at least a little skill to get through the game. Sports is the same way; You need at least a little bit of skill to do roughly the same sequence of events as everyone else, but no one's comparing that to watching tv",0,2020-03-23T17:39:00Z
Ugwy0VVFPw7q63lxG214AaABAg,0.179,0.821,0.0,-0.34,i bet this video would get demonetised to cover up youtube’s crazy antics.,0,2020-03-23T17:38:54Z
Ugy-c3xg57nZfKXa7ql4AaABAg,0.043,0.688,0.269,0.9098,"Whoa. That's some great production quality. It looks like it took many, many months. Also, the closed captions and how they change colour is interesting. I had no idea you could even add italics to YouTube subtitles until now! Great work.",0,2020-03-23T17:38:51Z
UgxAMfz1wxPbr4gjh5h4AaABAg,0.0,0.483,0.517,0.6458,Cameo by Jay Foreman!  Yay!!,0,2020-03-23T17:38:50Z
Ugz7TUP7tjps4Jc5CnR4AaABAg,0.0,1.0,0.0,0.0,This video seems to be something of an Avengers of youtube. Noice.,0,2020-03-23T17:38:45Z
UgzGR45VxH8VjH2icAh4AaABAg,0.0,1.0,0.0,0.0,“This is the way”,0,2020-03-23T17:38:44Z
UgwYN8Zzq1AsccQUouR4AaABAg,0.435,0.565,0.0,-0.5927,But what about Wabbit Season :(,0,2020-03-23T17:38:14Z
UgyAoLfW6kAVGGDN5X54AaABAg,0.45,0.4,0.15,-0.6124,that legal eagle cameo killed me,0,2020-03-23T17:38:12Z
Ugy2VsfHjrhcBkJXvkV4AaABAg,0.0,1.0,0.0,0.0,Leonard French!,0,2020-03-23T17:37:59Z
Ugx8HxtppeBBcoQiAq54AaABAg,0.0,0.69,0.31,0.5574,"Tom Scott is the cleverest person on youtube, confirmed.",46,2020-03-23T17:37:56Z
UgzhEemdFV48jkQobkZ4AaABAg,0.177,0.69,0.133,-0.2259,"Dont use ali as an example
Dont use an idiot with idiotic fans as an example",0,2020-03-23T17:37:53Z
UgyqMohaeXadp_aZeml4AaABAg,0.092,0.769,0.139,0.0772,copyrightlaw in iteself is ridiculous especialy on songs if its not ur recorded version everyone should be able to use it like they want,0,2020-03-23T17:37:45Z
UgwJmmTknMvUVBG7hy14AaABAg,0.0,0.909,0.091,0.4215,"6:54 8 bit pixel art of a photo? Its entirely unreasonable. 
14:43 That is not what they do. They buy up rights for popular clips for extortion. (As far as I know.)",0,2020-03-23T17:37:44Z
UgyKfUy1ISZzONDTkQh4AaABAg,0.0,0.782,0.218,0.4201,totally agree that 50 years is a spot on compromise for copyright.,2,2020-03-23T17:37:33Z
Ugy5FcyhQE6o_8aiSZp4AaABAg,0.0,1.0,0.0,0.0,@Tom Scott 15:27,0,2020-03-23T17:37:15Z
UgzRCJLW4Wy-RqCf5eR4AaABAg,0.0,0.746,0.254,0.6239,"Amazing video and I learned some stuff about copyright. You've outdone yourself again, Tom!",0,2020-03-23T17:37:12Z
UgwIwkG2bI5SR0qG0c54AaABAg,0.0,0.679,0.321,0.636,yep. Tom in a gaming chair definitely means its the end of the world!,0,2020-03-23T17:37:11Z
UgyXQSU-qBLl45C5DIV4AaABAg,0.0,1.0,0.0,0.0,This is the longest YouTube video that i have ever watched entirely,0,2020-03-23T17:36:59Z
UgyuTvRUBTsZ4LC10bR4AaABAg,0.048,0.596,0.356,0.9259,"This might be your best video to date Tom. Comprehensive yet succinct (given the huge topic you covered), and very well shot with a nice balance between fact and humor. Watched the whole thing and never got bored, thanks!",1,2020-03-23T17:36:42Z
UgzhD3xTfvPMbZZWWrp4AaABAg,0.0,0.615,0.385,0.7405,"I'd have been amazed if this video ended in ""ONE TAKE!!!!"" ;)",1,2020-03-23T17:36:35Z
UgxyUG_GwR-vExyz42l4AaABAg,0.114,0.568,0.319,0.7579,"""Piracy: The Intellectual Property Wars from Gutenberg to Gates"" by Adrian Jones is a great book on copyright history if anyone is interested",79,2020-03-23T17:36:34Z
UgwOQgoC1AN09Hga4Ud4AaABAg,0.42,0.58,0.0,-0.4404,Not in one take? Weak.,0,2020-03-23T17:36:12Z
UgxXb3swVBKzCwBYepx4AaABAg,0.0,0.856,0.144,0.4019,"Let me introduce you to the Pirate Party. (really, that is the main reason for its existence)",0,2020-03-23T17:36:05Z
UgwJ3LK3I860RaHXdOt4AaABAg,0.0,1.0,0.0,0.0,I’ve often thought that BBC copyright should be only 5 years since it’s basically taxpayer funded anyway.,0,2020-03-23T17:35:55Z
Ugx4CCZtXPDPnC3zYxx4AaABAg,0.147,0.853,0.0,-0.2263,Tom on Evan edingers bed is the weirdest thing I've ever seen 😂,0,2020-03-23T17:35:54Z
UgwS9mz4KbNkv68h-1Z4AaABAg,0.0,0.654,0.346,0.9299,"Great content, like always, but extra credits for this one, with all the work that went into it. thank you for providing me and everyone else with the opportunity to view your content!",0,2020-03-23T17:35:53Z
UgxREkDWAPRZb46bWrt4AaABAg,0.0,1.0,0.0,0.0,Can we have a general licence to use the vampire lawyer scene to make memes?,18,2020-03-23T17:35:48Z
UgwMPz7YdRY1uQBCN714AaABAg,0.163,0.674,0.163,0.0,"36:50 > 'Cause they'd probably do a better job.


Does this count as criticism and review?",2,2020-03-23T17:35:45Z
Ugw7RyLEhhJ2Khn1uuB4AaABAg,0.143,0.857,0.0,-0.128,It would be ironic if someone copyright claimed this video,0,2020-03-23T17:35:42Z
UgwhggVKhOKDGlgtJ3l4AaABAg,0.0,0.543,0.457,0.6369,I love the bloopers at the end,0,2020-03-23T17:35:42Z
UgwxKJn2_pDha0CWxEF4AaABAg,0.0,0.839,0.161,0.3182,What are your thoughts on the fair use for pro video game players,0,2020-03-23T17:35:40Z
UgwgJH6Y8jX8nVx5n8F4AaABAg,0.369,0.631,0.0,-0.765,"The problem is not copyright, the problem is money. Remove money and copyright makes no sense.",0,2020-03-23T17:35:37Z
UgwmS1mrMEx2GWoXcpR4AaABAg,0.0,1.0,0.0,0.0,"11:54 Wait a minute, I know that guy! It's LegalEagle!",99,2020-03-23T17:35:37Z
UgxzFX7pe83OpjpdS3d4AaABAg,0.0,1.0,0.0,0.0,36:45 👍 if it wasn’t for Colm Meaneys character in Layer Cake Daniel Craig wouldn’t be James Bond,4,2020-03-23T17:35:35Z
UgwcCkYLHVj-euevsCp4AaABAg,0.089,0.704,0.207,0.4932,But both pixelation and blur make an image less recogisable and lower the quality. what make blur ok and pixels not ok?,0,2020-03-23T17:35:23Z
UgxDaZBR7bSHxco0Cqx4AaABAg,0.0,1.0,0.0,0.0,Is YouTube's Content ID system a bodge?,0,2020-03-23T17:35:12Z
UgyByFkeAg-L0nMJYkh4AaABAg,0.231,0.769,0.0,-0.34,"Nintendo is
Really plagued by (false) copyright takedowns :/",1,2020-03-23T17:35:05Z
UgxEmalv7VAH9cGHhEN4AaABAg,0.0,1.0,0.0,0.0,This comment is sponsored by:,0,2020-03-23T17:34:59Z
Ugx_TJinFOfapciFnBl4AaABAg,0.0,1.0,0.0,0.0,"imagine not being able to make memes cause of some laws.
Memes have a deep meaning in our lives . For some people is what keeps them living.",1,2020-03-23T17:34:54Z
UgwEaVR5NMcKFJzIxgt4AaABAg,0.0,0.401,0.599,0.4574,Vote pirate party!,0,2020-03-23T17:34:50Z
UgxBx_Fi4p8dBnDbdU54AaABAg,0.0,0.116,0.884,0.824,Hahaha LeagalEagle :D,0,2020-03-23T17:34:47Z
Ugx3-y9ae2PC7fzeDpt4AaABAg,0.193,0.807,0.0,-0.4767,Copyright System IS broken because it DOES NOT do what is required to do.,0,2020-03-23T17:34:40Z
UgzNc4F3bZ-X2Qr5kT14AaABAg,0.0,0.8,0.2,0.7402,OMG... I have never watched a copyright-related video for this long...  and I might need to re-visit the video many times... it is really useful. Thank you very much Tom!,2,2020-03-23T17:34:36Z
UgyoNKeMoZ8a-Ku6NFF4AaABAg,0.0,1.0,0.0,0.0,Tom with the bobo mst3k robots should be written into law as essential for the continuation of human life.,0,2020-03-23T17:34:36Z
UgxrovwCxZp7FMNAW4J4AaABAg,0.191,0.589,0.22,0.1025,I wish you could report on a video for being extremely boring!,0,2020-03-23T17:34:30Z
UgzmGZAfC0jXlHLV-Rt4AaABAg,0.172,0.828,0.0,-0.3595,"Quick, everyone, watch this before it is no longer available in your country!",115,2020-03-23T17:34:27Z
UgxRZTaK90EumhUyJEt4AaABAg,0.0,1.0,0.0,0.0,Why not both tom?,0,2020-03-23T17:34:27Z
UgyvOzhwDVJntbQz35l4AaABAg,0.0,0.646,0.354,0.8486,Jesus Christ Tom! How long did this take to make? I’m so happy I hope this makes trending,0,2020-03-23T17:34:21Z
UgyyqG-0SaFWk04nrr54AaABAg,0.46,0.54,0.0,-0.3421,"35:40
Lobbying shouldn't work like that.",3,2020-03-23T17:34:06Z
UgzT9uN6b_0dMddxtJ54AaABAg,0.279,0.721,0.0,-0.6801,"Have to say I highly disagree with you on this video.

You lack perspective on the political bias the system has.",0,2020-03-23T17:34:01Z
UgzSW2ZfLvyvTXMBAKN4AaABAg,0.0,0.769,0.231,0.5994,"Copyright law is super outdated, and not suited for the age of the internet",0,2020-03-23T17:33:42Z
Ugxhk9TbTTH8fDxtfTh4AaABAg,0.0,0.548,0.452,0.8716,Thank you Tom! What a wealth of information on this topic. Very appreciative of your efforts.,0,2020-03-23T17:33:38Z
UgzdoHRE-Re4gaYp9_l4AaABAg,0.136,0.781,0.084,-0.3805,"28:17 We don't get the last chord of the canon. This is frustrating. Given Tom went on a rant at 5:01 about Maroon 5 using Canon in D but not resolving it, I can't tell if this is him trying to resolve it (but making it sound a bit odd because we never hear the full canon) or if this is some little sub joke.",0,2020-03-23T17:33:29Z
UgyrdVWz0950PFJM1HF4AaABAg,0.0,0.488,0.512,0.6369,3:00 I can’t love you enough,1,2020-03-23T17:33:29Z
UgxMLSgUTP0kiqHVDLt4AaABAg,0.0,0.87,0.13,0.7096,"In my opinion, copyright should last for as long as the following


1. 20 years is the default maximum


2. for individuals it is allowed to be extended by the original owner for their lifetime


3. copyright must be actively kept with it lapsing after 5 years unless actively extended",0,2020-03-23T17:33:26Z
UgzbyOHF6uqGp28qzIR4AaABAg,0.31,0.69,0.0,-0.5574,I'll be waiting for that Star Wars trailer reaction.,2,2020-03-23T17:33:24Z
UgxMubZH15Y1ipGTsCV4AaABAg,0.0,0.723,0.277,0.7841,"You know, it makes a lot of sense that Tom would make really good long form video essays. Excellent work, Tom",0,2020-03-23T17:33:08Z
UgziXTNO8DQgoaDONyZ4AaABAg,0.307,0.227,0.466,0.34,Damn it's a great video.,0,2020-03-23T17:33:07Z
Ugy5sgR60CLBrwiMITp4AaABAg,0.0,1.0,0.0,0.0,"Tom, you should stay home",0,2020-03-23T17:33:06Z
UgwboHRJ0IZOZaRQZaV4AaABAg,0.0,0.862,0.138,0.4926,"A really exceptional video, I learned a lot, and I understood the nuances that underlies the current copyright law. Keep up the good work Tom!",0,2020-03-23T17:33:04Z
Ugwtx8Yvc4lX4GqnVFF4AaABAg,0.0,0.849,0.151,0.8798,"Some of the things you've described here are absolutely fair-use, but you've said they're not. Using a work to comprise a new work (like taking clips from a show to demonstrate the romantic subtext between two characters, like you mentioned) is most often fair use (transformative), and also that example is absolutely criticism/analysis. At any rate, bring on the Star Trek Space Communism.",0,2020-03-23T17:32:39Z
UgweRV42XQkC3qu0kcB4AaABAg,0.039,0.961,0.0,-0.0572,"I don't think I want to live in the world where 5 studios are all making the same movie. 
At the very least copyright should be at minimum the entire life of the author",0,2020-03-23T17:32:37Z
Ugzdcvr9Tq-yYLVQxex4AaABAg,0.0,1.0,0.0,0.0,"Tom Scott 2020
Is it too late for that now ??",0,2020-03-23T17:32:32Z
UgzOE_8SasCjqB8CENx4AaABAg,0.0,1.0,0.0,0.0,Canon in D is soooo cliche,0,2020-03-23T17:32:30Z
UgwS8W53Ag3AEXdF8-F4AaABAg,0.0,0.682,0.318,0.4215,nice to see such a deep dive ^^,1,2020-03-23T17:32:28Z
UgxercccfsGDAFTdY1h4AaABAg,0.0,0.841,0.159,0.7041,Why has it taken this long for someone to put out this video??? YouTube should've put a video like this out years ago to inform their user-base. Could've saved them tons of P.R. issues.,0,2020-03-23T17:32:27Z
Ugw_xZPG6nNN7OsjUCV4AaABAg,0.0,0.727,0.273,0.128,11:56 the legal eagle hahah,0,2020-03-23T17:32:17Z
Ugx9LxIHLu6McCSZM1p4AaABAg,0.07,0.864,0.067,0.144,"I think copyright should be 50 years or until death, whichever happens last. I'm a photographer, I think I should still own the pictures I take today when I retire. There's a fundamental difference between copyrights and patents in that patents can hold back development much further than copyright can. If I take photos or paint paintings in a new exciting style, they can still influence other artist even if I own the copyright. However If I invent something new and exciting no one else can do it, this is why you can't prevent someone from licencing a standard which you have patented. It's so you can't stop certain people from using eg. the network protocols required to do a specific task, you always have to licence it at a ""reasonable price"".",0,2020-03-23T17:32:16Z
Ugxi6MCdA0AeYqIzFhd4AaABAg,0.0,1.0,0.0,0.0,Where can I invest in TomReacts?,0,2020-03-23T17:32:13Z
Ugyzb_guTn2kNBqhnWh4AaABAg,0.0,1.0,0.0,0.0,"So, was this video claimed?",0,2020-03-23T17:32:03Z
Ugz4c_M2xQn5SRfObO94AaABAg,0.16,0.767,0.073,-0.3612,"Well the guy who took the distracted boyfriend picture probably made money off of it being made a meme now that other people license it, no?",0,2020-03-23T17:32:02Z
Ugw3iIlYk7DqkKuFV8Z4AaABAg,0.0,1.0,0.0,0.0,13:23 - coronavirus,0,2020-03-23T17:31:50Z
UgzBlDveyeFsboITZwF4AaABAg,0.499,0.501,0.0,-0.4576,i am so damn confuused,1,2020-03-23T17:31:48Z
UgyJGXtKjKwNxQu4ZqN4AaABAg,0.22,0.527,0.252,0.4648,This was a great video! I only got confused at the end with dispute vs disputes. My head don’t work so good on grammar,0,2020-03-23T17:31:44Z
UgxOhWTYsmlfQWMib0N4AaABAg,0.0,0.881,0.119,0.3182,"i i would be fair, i didnt understand any of your brabbeling when you pretendet to critisise the 4 copyright things u showed,,,",0,2020-03-23T17:31:42Z
UgyxeeH3i5sIAGIHui94AaABAg,0.0,1.0,0.0,0.0,It's ya boy,0,2020-03-23T17:31:36Z
UgwMDlzVRamfBdR5jcd4AaABAg,0.0,0.857,0.143,0.128,The fact that legal eagle had a cameo made my day,0,2020-03-23T17:31:24Z
UgzZQRKh_2xhmxNkOOZ4AaABAg,0.21,0.76,0.03,-0.9136,What if the rules were different for big creators and small creators? Like big creators can’t sue small ones for small things but small creators can sue big ones. I mean there would be a crap ton of loopholes to fill but a stupid idea made by a dumb kid wouldn’t get wrecked.,0,2020-03-23T17:31:22Z
Ugy2ue2DllSg4upZnMF4AaABAg,0.0,0.556,0.444,0.8992,22:37 sounds like a certain ai that became a super intelligence and... wait what was I saying? Something about earworms? Never mind,8,2020-03-23T17:31:18Z
UgyYfJZUuEt1nBmyJxB4AaABAg,0.0,0.723,0.277,0.3182,I need that legaleagle clip. For fair use.,0,2020-03-23T17:31:13Z
UgzS4zxP7QkUlxM9RAd4AaABAg,0.084,0.787,0.129,0.1779,seems like the thesis here is that a bunch of people are trying to extract as much value as possible in a mad scramble to draw blood from a stone. and most of them are lawyers.,0,2020-03-23T17:31:07Z
UgwEI8EItuxW2Dn3txp4AaABAg,0.077,0.783,0.14,0.7359,"WELP i got to 24:37 and im completely over this its a tad bit to long for me with talking about youtube im not a lot interested in it i get it and somethings are interesting but 42 minutes is just one big cliche ain't it, its LIKE WE GET IT YOU DON'T HAVE TO RUB IT IN !!!! XD",0,2020-03-23T17:31:01Z
UgxFaY_BhGSbDI1Mj7B4AaABAg,0.0,0.4,0.6,0.7177,"Fantastic video, well done Tom! Unsubscribed.",0,2020-03-23T17:31:01Z
Ugy-Eeau2h4iE041OVV4AaABAg,0.688,0.312,0.0,-0.6597,Capitalism is cancer,1,2020-03-23T17:30:58Z
UgyLoBBdJm-elri1EJN4AaABAg,0.0,0.75,0.25,0.6124,"""Magical Post-Scarcity Star Trek Space Communism""


The writing of this piece is outstanding.",642,2020-03-23T17:30:46Z
UgwsxPgNpi9E3Gp0TlB4AaABAg,0.13,0.87,0.0,-0.2732,Anyone notice that tiny drop of mist hit the lens right infront of his face?,0,2020-03-23T17:30:46Z
Ugxv-02dyrTawUVPi4R4AaABAg,0.0,1.0,0.0,0.0,So if was 50 years then someone could bring out a covers album of just Beatles songs and 0p go to the Beatles. That can't be right.,0,2020-03-23T17:30:41Z
UgzsYIyJbYI0XCdSkpJ4AaABAg,0.0,0.857,0.143,0.3612,How would the 50 years after publication thing work with still-running television series' like Doctor Who?,0,2020-03-23T17:30:25Z
UgzZ4tfYKFcbR3IdqCt4AaABAg,0.0,0.907,0.093,0.6369,"The major issue with making copyright shorter is that everyone alive today has never experienced how copyright was supposed to be before lobbyists extended it to inordinate amounts of time. To most people alive today, the idea that something that isn't several generations old could be in the public domain is totally unfathomable.",0,2020-03-23T17:30:16Z
Ugy8O-jX5F-vi7qNFX14AaABAg,0.0,0.427,0.573,0.7717,Oh wow this should be a good one.,0,2020-03-23T17:30:14Z
Ugy5hiJmff5LgJEY1FR4AaABAg,0.044,0.81,0.147,0.759,"I did some work for a very prominent YouTube creator group many years ago, and because my versions of compositions were 'close enough' to be reminiscent, and this was well before the current system was firmly established I received very scathing criticism and the videos performed poorly. 8:45 is something I wish I could posthumously communicate to those viewers that cost me my confidence back then during those projects.",0,2020-03-23T17:30:09Z
Ugy-IhICpOVpJIwIrHJ4AaABAg,0.141,0.859,0.0,-0.6808,"but what about YouTube's terms of service... most creators also got their videos removed because of this, even though they did nothing in the video that violated YouTube's TOS",1,2020-03-23T17:29:59Z
UgwEMSlla2RdZXncofp4AaABAg,0.207,0.6,0.193,-0.0516,"so .. it actually is fundamentally broken, thanks for clarifying this",1,2020-03-23T17:29:53Z
UgxnK4WHEvCPmjRMPex4AaABAg,0.0,1.0,0.0,0.0,"At present, money and the acquiring of it is evidently a higher priority than morality.",0,2020-03-23T17:29:51Z
UgyhIsLIalpgWTEKdox4AaABAg,0.0,0.834,0.166,0.7876,Tom I have a question which you didn't answer in this video. What would happen if a company claimed ad revenue on a video but someone is using an advert blocker? I would be grateful if someone could please find an answer,1,2020-03-23T17:29:51Z
UgxpNOTBxFlT2oDH0jR4AaABAg,0.0,0.861,0.139,0.2732,"i follow you and mumbo a lot, it's a big surprise to see you talking about that",0,2020-03-23T17:29:46Z
UgyIL4D5AipT2eE2IDV4AaABAg,0.185,0.815,0.0,-0.5142,"Make it 49 years, and you can even shame ""religious conservatives"" which do not want to go for that ""sabbath year"".",0,2020-03-23T17:29:45Z
UgxpUO6G9dG_1EkIuoJ4AaABAg,0.055,0.88,0.064,0.2244,"Loved the video! Well now that Disney is having issues maybe we CAN do something about the 'Mickey Mouse' copyright system in the U.S.. Never got how arranging a finite set of items (such as notes) into an order could be considered 'mine' forever. How it is in any way logical to say that only one person could ever have the same 'idea' or the rights to make money from the idea (again music).  The issue that things will get lost because no-one knows who to ask permission, that is sad.",0,2020-03-23T17:29:42Z
Ugwl-1mKj_0HslPaVqh4AaABAg,0.0,0.687,0.313,0.8251,"As of yet, I'll put this video in my *watch later* . Seems like a very interesting and useful video. I'll watch it later",1,2020-03-23T17:29:12Z
Ugx5eAETUUF2dwNwP4R4AaABAg,0.0,0.667,0.333,0.128,Legal eagle cameo. 10/10,0,2020-03-23T17:29:12Z
Ugwq9sXsv3qHsPNNaPx4AaABAg,0.0,0.905,0.095,0.3182,I think it would be a huge step in the right direction if the patent time limits and the copyright time limits just swapped places.,2,2020-03-23T17:29:11Z
UgzGHLF0XWFFq0q0_Nx4AaABAg,0.0,0.543,0.457,0.6369,One of the best youtubers ever,0,2020-03-23T17:29:01Z
UgxkLKTNbi7dAcZ4G014AaABAg,0.184,0.502,0.313,0.3697,Jay foreman is so good at being worried.,0,2020-03-23T17:28:55Z
UgzT26jYQk5N8VMQXiN4AaABAg,0.0,1.0,0.0,0.0,Oliver Thorn! PhilosphyTube! You guys need to be on screen together soon!,0,2020-03-23T17:28:53Z
UgxskO3Ks4qObIw1iuZ4AaABAg,0.276,0.306,0.418,0.34,"damn kids.. Great vid, Tom.",0,2020-03-23T17:28:50Z
UgwUI8cZ7IWatoc6nUh4AaABAg,0.141,0.617,0.242,0.3134,My videos get stolen and reuploaded on YouTube all the time. Saying it's not broken is idiotic.,0,2020-03-23T17:28:49Z
UgzNUGfzYIuQl2cGr294AaABAg,0.34,0.66,0.0,-0.5574,"wait,,,hold on,,,, does this mean memes are illegal",0,2020-03-23T17:28:45Z
