snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
"Seems like if u want to fix the broken system of the world. Someone have to destroy the world, and show those slow people in power, how much one single company can break everything.",0.86582494,0.12429177,0.009883293,0.381,0.619,0.0,-0.5719
"I say gif with ""G"" because this is how you should, you don't say jift, right? You say gift. Take the ""T"" away and you're left with Gif.




NOT Jif!!",0.57569265,0.36032182,0.06398555,0.313,0.564,0.123,-0.5719
"If the main effect of copyright law is in making people pay up small reasonable fees, then it's working. If works are being hidden or taken down or never made, that's the system failing.",0.5589741,0.3877237,0.053302187,0.128,0.872,0.0,-0.5719
I did not expect to see Mumbo Jumbo on a Tom Scott video,0.68734795,0.28048292,0.03216911,0.552,0.448,0.0,-0.5719
This is horrifying.,0.9469034,0.046580065,0.006516536,0.649,0.351,0.0,-0.5719
"Shouldn't the line of fair use is fuzzy, be the line of fair use is pixelated? :)",0.09202619,0.6148029,0.29317093,0.079,0.921,0.0,-0.5709
"On todays news: Tom Scott has said the most intelligent thing about copyright, and YouTube anyone has ever heard. Likely to not have big enough of an impact to change things, sadly.",0.28204146,0.43429452,0.28366408,0.143,0.783,0.073,-0.5709
"Very interesting and complete, cheers !",0.0018320977,0.01443533,0.9837325,0.284,0.544,0.172,-0.5707
This video really changed my views on all those YouTubers and their copyright drama.,0.23707668,0.54411906,0.21880428,0.066,0.908,0.025,-0.5707
Amazing :3,0.002945944,0.04766463,0.9493894,0.343,0.657,0.0,-0.5707
everytime i watch a Tom Scott video it feels like im traveling the world,0.008555253,0.30891314,0.68253165,0.343,0.657,0.0,-0.5707
"Can't speak for other mediums, but I reckon music copyright should last the lifetime of the original composer. So Dylan should get to continue to earn from his work, whereas Hendrix, obviously, shouldn't care about copyright from his throne in heaven. That should resolve the small number of individuals who get their pension from royalties, despite their poor financial planning...",0.25448793,0.5849295,0.16058256,0.11,0.89,0.0,-0.5696
Jay Foreman cameo!!!,0.014293518,0.46375352,0.5219529,0.146,0.713,0.141,-0.5695
13:23 this was a warning we now understand it 😂,0.119216114,0.72185796,0.158926,0.342,0.534,0.123,-0.5693
"Nice choice of credit's music, haha",0.002421021,0.05742221,0.94015676,0.157,0.843,0.0,-0.5677
I did a simple music business course and people have been arguing with me for years after I've answered questions they've had. If you're going to make any sort of content it's best to become not just versed in the basics of the law but imagine it from the other perspective as much as possible.,0.26612023,0.61749506,0.11638473,0.115,0.885,0.0,-0.5667
"I got an ad for YouTube Premium right after you said, "" One of the world's largest advertising firms."" Oh, the irony.",0.15593989,0.48780483,0.3562552,0.343,0.657,0.0,-0.5661
Thanks for the amazing selection of unrelated stock photos,0.0029355818,0.0195033,0.97756106,0.169,0.758,0.073,-0.5661
19:06 twitch streamers didn’t get the memo,0.60822856,0.3701425,0.021629,0.478,0.522,0.0,-0.5661
Hey! Nice job standing up for Mumbo and clearing things up for his viewers!,0.0035857845,0.045796275,0.9506179,0.218,0.719,0.063,-0.566
Ayyyy mumbo jumbo,0.04554897,0.59470266,0.3597484,0.119,0.82,0.062,-0.5657
"Having 20 or 50 year copy right will probably encourage more work.

I made a book/song years ago, it’s running out, better make something new",0.11542947,0.5589127,0.32565778,0.252,0.623,0.125,-0.5656
WAIT what i was just watching this video (the copyright oone) then watched a gf one and the comments are still the same as th copyright one,0.34059045,0.6042678,0.055141777,0.288,0.712,0.0,-0.5647
"That Jay foreman appearence was suprising, but it's the good kind of surprise",0.0064834263,0.08545513,0.90806144,0.177,0.768,0.055,-0.5647
Oh my god I just realized that the Minecraft character was Tom with his signature red shirt,0.012458271,0.21240528,0.7751365,0.221,0.639,0.14,-0.5647
Yo subtitles are colored,0.3220759,0.6419172,0.036006913,0.13,0.812,0.058,-0.5637
I hope i will see you in Youtube rewind,0.0045828805,0.16557457,0.82984257,0.249,0.751,0.0,-0.5632
Songwriters don't even get that money the labels do,0.58214635,0.39534304,0.02251061,0.176,0.752,0.071,-0.5627
"*CRITICISM AND REVIEW* is exactly like the kids saying ""ALL RIGHTS GO TO THE OWNER"" but with the twist that it is legal",0.4413212,0.49483413,0.063844666,0.157,0.737,0.106,-0.5612
"28:03 : ""There is an enormous distance between what the law says and what the world is actually doing.""
Yup, that's usually the point where the law should be changed...",0.39956897,0.52746785,0.072963186,0.112,0.851,0.037,-0.5608
"Copyright law is ridiculous, protected for what 20years past your death. Invent patent a new device maximum protection is what 10-20years, why should it be any different",0.74231714,0.23079404,0.026888793,0.547,0.453,0.0,-0.5598
2:20 oi mate got a loicense for that sample?,0.0794374,0.8505434,0.07001925,0.092,0.85,0.058,-0.5597
How does Pentatonix sort out the copyrights?,0.2158868,0.76374686,0.020366373,0.296,0.704,0.0,-0.5595
11:50 Best scene ever,0.0033780325,0.047022127,0.9495998,0.156,0.844,0.0,-0.5588
"How much a thing costs to produce has nothing to do with its value, or whether people can manufacture their own copies of it!",0.33194113,0.59973127,0.06832759,0.231,0.769,0.0,-0.5574
Real creatives don't need other peoples work. Modern pratice is to be lazy and just take from others.,0.5673558,0.3749527,0.057691514,0.231,0.769,0.0,-0.5574
If copywrite was shorter we wouldn't have Terry Pratchett's brat blocking derivative works and adaptations for the hordes of reverent fans who would love more adaptations of his work.,0.24472159,0.49760872,0.25766966,0.217,0.783,0.0,-0.5574
"Ok, these are the most interesting videos about things that I have hereto now found quite confusing. I love when smart people teach me something new without making me feel dumb for not already knowing it.",0.017787758,0.043895468,0.93831676,0.126,0.791,0.082,-0.5574
Imagine there was a world where playing a tune will cost you your salary for the next 5 years.,0.6852488,0.28830868,0.026442524,0.181,0.63,0.189,-0.5574
I really want to know if this video got flagged,0.47741827,0.5035073,0.019074365,0.187,0.813,0.0,-0.5574
11:56 the legal eagle hahah,0.015419164,0.7405239,0.24405697,0.31,0.69,0.0,-0.5574
What about doctor who 😔,0.5201682,0.4638067,0.0160251,0.171,0.769,0.06,-0.5574
Imagine if goverments had a way to surveil you and fine every single infraction of the law. Do we want to live by the letter or the spirit of the law. What we need is common sense of grace. The problem I see is the automization of the law and strict copyrights strangle creativity and kill the spread of culture. The irony is that these companies that squeeze small content creators would never have this option if it were not for the gracious work of the last generation of small creators who designed the architecture of the web we have today. Just look at the history of Apache software foundation.,0.5368098,0.4029069,0.06028333,0.194,0.806,0.0,-0.5574
"Regulation will always lag behind technology, so good luck with that.",0.4570496,0.4231197,0.119830735,0.11,0.89,0.0,-0.5574
"Tom Scott, Jay Foreman and LegalEagle on the same video? It's like a dream coming true.",0.0014058454,0.036528993,0.96206516,0.21,0.69,0.1,-0.5574
There should be difference of ownership between content owned by individuals and LLCs,0.11417072,0.840287,0.045542322,0.419,0.581,0.0,-0.5574
"2 things: 1 do you know how rare coal veins of 2 are,
1; who makes a diamond hat/boots/sword and not 5 hoes and a shovel or 11 jukeboxes smh",0.29915854,0.6712656,0.029575894,0.545,0.455,0.0,-0.5574
yes,0.1385759,0.44127706,0.4201471,0.545,0.455,0.0,-0.5574
Was the quote at the start said by Christopher Eccleston,0.06724237,0.9017154,0.031042174,0.153,0.847,0.0,-0.5574
Feel like I'm talking directly to you Tom 😂 whereabouts in London  are you although we now have the virus so everyone can hide away this is y a bus and try sleep well 😴😴😴💤😴😴💤💤💤💤💤,0.5473886,0.380467,0.072144374,0.419,0.581,0.0,-0.5574
"""I infringed copyright but I've grown up since then""
No. You've become rich are careful because you want and need to defend your now very own pile of money.
Don't try to pass it as anything else.",0.5114746,0.41567,0.07285541,0.101,0.899,0.0,-0.5574
Tldr: laws aren't moral,0.47735855,0.49906412,0.023577323,0.783,0.217,0.0,-0.5574
Copyright laws are absolutely insane.  Most intellectual property laws are.  My company is pursuing a patent for some software I worked on and I told my boss I really don't like the idea of patenting this nor do I think it should be patentable..  copyright and patent is a recipe for stagnation. Why work when you can make something and milk it for millions of dollars over a few decades?   People have been sued for copyright over tattoos. Shits insane.,0.91430575,0.07747548,0.008218764,0.217,0.783,0.0,-0.5574
"RIP TomReacts, you were ahead of your time.",0.23301248,0.561353,0.20563453,0.184,0.816,0.0,-0.5574
Shout out to that lawyer tho,0.026976364,0.5996879,0.37333572,0.265,0.735,0.0,-0.5574
"Impressive work, Tom!",0.003099335,0.04273925,0.95416135,0.34,0.66,0.0,-0.5574
"Honestly, there should probably be stringent requirements for copyright even applying to a work at all. The system as it stands is super weird and kinda just doesn't work in most cases online, but I'm genuinely unsure how to fix it. I mean, I know how to fix it, that is, but I don't know what could be done that would have a chance of actually getting implemented.",0.875197,0.111731224,0.013071803,0.126,0.874,0.0,-0.5574
It won't change to anything other than in favour of the companies i.e. Disney etc.. No one in the US is really interested in what is fair use or creativity. It is all about the Money. ;),0.3686473,0.46846643,0.16288632,0.277,0.723,0.0,-0.5574
"Would you say the line of fair use is.........







Pixelated?",0.34309945,0.6310546,0.025845982,0.223,0.657,0.12,-0.5574
"i am seriously asking myself, has tom scott got any haters?",0.55739075,0.4227972,0.019812051,0.31,0.69,0.0,-0.5574
Mumbo Jumbo slander is not allowed,0.8734383,0.11942643,0.007135223,0.34,0.66,0.0,-0.5574
Oh shi-,0.53246224,0.42821157,0.039326172,0.315,0.685,0.0,-0.5574
The ad break *riight* at the words „...or one of the worlds largest advertising firms“ 😄 surely that was intentional,0.16890128,0.6247564,0.20634237,0.14,0.797,0.062,-0.5574
"I unveil the “collab-verse” in this video Tom Scott and legal eagle collab. After that Tom Scott and MrWhoseTheBoss did a collab.  Tom Scott also chased the jet lag team. Jet lag, the extremities podcast, wendower and hai are all related. Hai once mentioned Cgp grey. Cgp grey has podcast with myke Hurley. So Tom Scott, legal eagle, tierzoo, hai, wendower, extremities, cgp grey, jet lag the game and Mike hurley",0.0636951,0.82324016,0.113064714,0.096,0.816,0.088,-0.5574
"The world's is ? Kinda typo is that. Anyway, The system of the world might be broken, but at least we've got Youtube ads.",0.5400764,0.3703508,0.08957285,0.286,0.714,0.0,-0.5574
excellent clear description and explanation,0.011428662,0.11574822,0.8728231,0.247,0.753,0.0,-0.5574
"Atlus games allowed people to upload videos of their games up to a certain point, they'd strike all videos of Persona 5 that went past a certain date for a while",0.10095859,0.82736766,0.07167379,0.31,0.69,0.0,-0.5574
"Is the Oliver Thorn in the credits the proprietor of Philosophy Tube, or someone else?",0.08125487,0.8976194,0.02112572,0.154,0.769,0.077,-0.5574
"welp, this is demotivating",0.521526,0.42420405,0.054269962,0.146,0.854,0.0,-0.5574
"If I may request your services: under GDPR (of course soon no longer relevant in the UK) it is illegal to upload information related to a person without their permission - I am thinking of number plates. I know of only one case so far, where this has been enfored - a channel which uploaded videos of exceptionally good or bad behaviour in traffic,
BUT the channel always had blurred the plates of drivers criticised.
Still they good sued for showing the plates of parked cars and other not directly involved cars.

Yet, here you are showing number plates in your video. The person I am talking about said that e.g. TV have special journalistic priviledges so they can show plates. Do you have such speecial priviledge, and who can consider themselves to have such priviledge and who can't? This is a weird double standard, yet there are many traffic reaction channels and car-vloggers, moto-vloggers who show number plates.
Are they all sueable?
Would really love you, or anybody, to clarify what's allowed and what isn't. I know I'm asking for a lot, but since you are showing with this video that you generally are willing to put in the work.
Thanks for your video and your work - I appreciate scientific(ally based/fact based) content very much!",0.2135497,0.44079697,0.34565336,0.643,0.357,0.0,-0.5574
"I envision a world without copyright. Where artists get paid to perform live, or sell original works. Where anyone can copy anything and large corporations have to create technology to prevent copying. When an inventor creates a piece of technologist that changes the world, that IP is free for the world to use. I just don’t understand why we’re not talking about it in these terms.",0.32823354,0.51609766,0.15566885,0.195,0.805,0.0,-0.5574
"The rest of the world : coronovirus 

Tom Scott : YouTubes Copyright system isn’t broken",0.38743687,0.516226,0.09633715,0.216,0.784,0.0,-0.5562
"Just read Stephan Kinsella's ""Against Intellectual Property"".... BOOOOM! I just invalidated the thesis of your video.",0.94713575,0.048384152,0.004480081,0.132,0.788,0.08,-0.5551
Pixsy: do they pay any money back to the original artist? Or does Pixsy retain all monies recovered from perceived copyright infringement?,0.34418723,0.63743454,0.018378202,0.104,0.84,0.056,-0.5544
It constantly slips my mind that Google is the world's largest advertising firm. They do a good job hiding it when they need to.,0.14568613,0.29676065,0.55755323,0.08,0.878,0.042,-0.5542
"All content used on YouTube should simply be classed as free advertising for the creator and the video using it should simply credit the original creator of said content used.  
Or go so far as anyone who's copyright material is used by someone has to pay the company using it advertising fees. 
Yep that works for me 👍😂",0.09269945,0.52750605,0.37979448,0.144,0.801,0.055,-0.5531
"I think sometimes you've got to think about whether the person breaking your copyright has the money to pay you. You might sue someone for £100,000 but if they earn £15,000 per year they probably aren't going to be able to feed themselves, rent living quarters and also pay that off in a timely manner",0.67797285,0.30224824,0.019778928,0.099,0.867,0.034,-0.5526
Add a big button to any work that is now out of copyright but the original artist is still living. That button takes you to a donation/patron page.,0.051505536,0.7299906,0.2185039,0.308,0.692,0.0,-0.5509
Jay screaming in his cameo is very on brand,0.021202313,0.47455847,0.5042392,0.139,0.798,0.063,-0.5504
What about a copyrighted work that is created and owned by a corporation?,0.49614245,0.48374122,0.020116385,0.079,0.898,0.023,-0.5502
"I was thinking that ""death of the artist"" would be a reasonable limit for copyright duration, but then I realized that it would create a new motive for murder.",0.75689477,0.23204571,0.0110595245,0.06,0.94,0.0,-0.5499
5:03 You're right and you should say it!,0.014859836,0.20090702,0.78423315,0.182,0.818,0.0,-0.5499
Felt like i watched 3 videos. It was good tho,0.004149179,0.035772644,0.9600782,0.262,0.738,0.0,-0.5499
"20 years seems more than fair to me. It would mean that American Psycho (2000), Gladiator (2000) and Memento (2000) would now be in the public domain. And in all fairness those movies probably do not get rented out very much anymore. Sure, some big corporations still make some money from them, but this is just greed.",0.3418444,0.49856398,0.15959166,0.12,0.782,0.098,-0.5499
"Chapter 2:
No Copyright 
Infringements Is
Intended",0.23590109,0.7150061,0.04909288,0.13,0.787,0.084,-0.5499
"But he never addresses the actual problem with the system, which is: Why does only 5 seconds of copyrighted material in a 500 second video entitle the claimant to 100% of the revenue, not just 1%?",0.7586644,0.22481908,0.01651651,0.097,0.903,0.0,-0.5499
"As a small photographer with no money for legal teams and any other thing like pixsy, I've had my photo stolen a couple for Instagram, but worse was when an actual news company from France (BFMTV) stole my picture. They were basically impossible to contact... They never replied to my emails, but did take the picture down after a week. My picture is still up in google images when you search ""BFMTV wow air"" in google images 🙄",0.870619,0.11725736,0.012123631,0.171,0.731,0.099,-0.5493
"If D J M Stone ever tries to sue me, i now know how to scare him off xD",0.2911391,0.63421935,0.07464158,0.131,0.808,0.06,-0.5486
deliberate banning due to wrong think,0.86969566,0.12573373,0.00457058,0.235,0.652,0.113,-0.5484
Having a system where conflicts and disagreements can be decided by a court but not having free legal representation available to all is what's really a broken system.,0.8637044,0.13074452,0.0055510467,0.054,0.914,0.032,-0.5483
"""Working at GIPHY "" *Sweating*",0.012102363,0.53220993,0.45568767,0.347,0.504,0.149,-0.5465
"THANKS...At least someone really understand how Yt copyright system works.  Im tired of ""creators"" batching YT © system with no idea wtf they're doing.",0.52211875,0.36583304,0.112048194,0.157,0.777,0.066,-0.546
"Person: I think this is fair use
WB: Do you have tens of thousands of dollars to argue that in court or a few thousand dollars to make us leave you alone?",0.1883401,0.72569865,0.08596132,0.122,0.769,0.109,-0.5452
tom is legitimately so adorable it makes me happy,0.0027527795,0.008622881,0.98862433,0.21,0.626,0.165,-0.5448
what are these chapters of the video? this is the only video I noticed it,0.019565474,0.74041426,0.24002029,0.259,0.741,0.0,-0.5423
try alprazolam,0.09403833,0.823233,0.0827286,0.206,0.712,0.082,-0.5423
tom reacts is ice cold,0.42505687,0.50697273,0.06797032,0.205,0.695,0.1,-0.5423
"40:44 ""... inevitably lead to conflict..."" - Tom Scott
""Bastard :D"" - My SO on hearing that",0.68147475,0.29029143,0.02823379,0.2,0.8,0.0,-0.5423
Perhaps if the big labels couldn't rely on their royalties from lennon/mccartney and elvis they may put more effort into nurturing new talent.,0.16567615,0.70045054,0.13387342,0.18,0.777,0.043,-0.5423
"Hide the pain Harold, Hide the pain of being a meme",0.5498728,0.40116242,0.04896478,0.412,0.588,0.0,-0.5423
This is one of the greatest content I ever found in youtube.,0.0016350427,0.008987492,0.98937744,0.37,0.462,0.168,-0.5423
"I reported this video for promoting terrorism. I filed a copy right claim on it because you dont have my persion to say ""the"" i have a copyright on that word and i blocked your channel from showing up in my feed ever again",0.9182433,0.07707914,0.00467753,0.368,0.632,0.0,-0.5423
NO I HATE BABY YODA AND I WANT TO EAT IT!!!,0.9728036,0.021404002,0.005792451,0.089,0.911,0.0,-0.5423
My heart goes out to those who make diamond helmets and boots instead of a chest plate,0.83623797,0.15393695,0.009825116,0.198,0.712,0.09,-0.5423
"It's real bad what is done with people, chumps.",0.97428066,0.023190947,0.002528422,0.304,0.696,0.0,-0.5423
"I agree with this video.
In the past I have used an original song in the background of a video, that song was published by the original author under a Creative Commons licence. Many years later the video got claimed by some record label. I can only assume the artist had signed a deal with them. I responded with a copy of the licence that I held, as well as a hyperlink to where that media was still being distributed by the artist under that Creative Commons licence. However, I got an automated response threatening legal action. 

As mentioned in this video, I had no recourse because they have lawyers and I don't. I had a valid licence, and was able to prove it. Yet there was nothing I could do about it due to what I will assume was a lack of competence at said label. I would guess that the labels threats of suing were probably empty, since their main business proposition to artists was YouTube takedowns. 

But, I can't expect YouTube to die by the sword in moderating this. Since that could cause them huge legal liabilities.",0.5474729,0.40837786,0.044149235,0.412,0.588,0.0,-0.5423
Legal eagle!,0.048624057,0.5726528,0.3787231,0.278,0.633,0.089,-0.5423
I’m reviewing my legal options,0.2070318,0.75763077,0.035337426,0.226,0.774,0.0,-0.5423
photografer is not a profession.,0.49378818,0.47057962,0.035632264,0.127,0.873,0.0,-0.5423
"Cool, but can we fix the copyright term limit after Carl Douglas has passed? He's just made it to his 80s so if he could continue living off Kung Fu Fighting that'd be great.",0.061029997,0.39763358,0.5413364,0.208,0.637,0.155,-0.5423
"isn't playing the game technically criticizing it, i know cut scenes  are under the C",0.412458,0.5526982,0.03484381,0.636,0.364,0.0,-0.5423
"A video I uploaded a month ago just got claimed, because it has the U.S. National Anthem in it.......free my ass",0.7660236,0.20859079,0.025385574,0.171,0.829,0.0,-0.5423
"I thought Youtube had broad protections from suits like that because they're a platform not a publisher, or does that just matter in cases of defamation and libel?",0.52239895,0.4540796,0.023521446,0.2,0.8,0.0,-0.5423
0:35 Tom walking in the park looks like a good 8-10 years older than Tom sitting in a comfy chair.,0.023294382,0.3401194,0.63658625,0.179,0.821,0.0,-0.5423
1:40 sir thats mumbo jumbo,0.117932804,0.7577251,0.12434213,0.127,0.873,0.0,-0.5423
3:00 Me anytime anyone calls me.,0.06764093,0.8738138,0.0585452,0.143,0.857,0.0,-0.5423
Not a fan of your condescending tone towards the video game community. You're not a part of it and you clearly don't understand it.,0.95053893,0.045814507,0.0036464732,0.123,0.828,0.049,-0.5423
"Why not just copyright a percentage of the video? Like if there's a 3 second music video , just use the 3 seconds out of the full video?",0.19697283,0.74074984,0.06227735,0.108,0.892,0.0,-0.5423
My Jr. High and High School years are history?  Ouch.  Get back to me when you are your mid 60s and tell me if you still think that.,0.52651584,0.41690192,0.05658221,0.171,0.829,0.0,-0.5423
"Imagine asking for $30,000 (or more) because someone pixellated a photo of a guy playing a trumpet",0.4195927,0.5128845,0.067522794,0.193,0.731,0.076,-0.5423
"We need Tom Scott Gaming, he’s got the chair already",0.036874346,0.69000006,0.2731256,0.179,0.821,0.0,-0.5423
Very worrying phonecall indeed.,0.8770878,0.117365964,0.005546202,0.241,0.759,0.0,-0.5423
I think Tom Scott would be a good politician.,0.0042677945,0.092539705,0.9031925,0.212,0.788,0.0,-0.5423
"I've been screwed over




Small youtuber here",0.9041969,0.087588914,0.008214243,0.304,0.696,0.0,-0.5423
bruh literal cobblestone wall at 0:25,0.053415943,0.88839525,0.05818886,0.467,0.533,0.0,-0.5423
I agree with the world being broken,0.72880346,0.24462974,0.026566831,0.31,0.69,0.0,-0.5423
God I love the subtitles. “PLEASE DO NOT ASK ME FOR HELP WITH THIS.” 😂😂,0.13058564,0.22690754,0.64250684,0.157,0.773,0.07,-0.5423
"33:33 with smaller/indie creators, i'm fine with copyright lasting until death. however, we do have to address the issue of how small the pool of public domain works is currently. that's why even though i'm a small indie artist, i'm putting it in my will that all my works shall be public domain  upon the moment of my death (btw i didn't know the copyright would end, i just thought it was something you had to keep renewing so this part of my will is to ensure that it's documented that i don't want people to take my copyrights and keep renewing them instead of letting them become public domain)",0.28810662,0.59223646,0.119657,0.283,0.594,0.123,-0.5423
11:52 - 11:59 Is THE Best!,0.001645179,0.035682913,0.9626719,0.145,0.769,0.086,-0.5423
So Should I create my own Music for Music video?,0.031515896,0.914544,0.05394017,0.189,0.811,0.0,-0.5423
I’m very glad mumbo is here,0.0013425733,0.0150828995,0.9835745,0.692,0.308,0.0,-0.5423
"""I'm not a baby"" Yoda",0.20792219,0.6694447,0.1226331,0.636,0.364,0.0,-0.5423
cool,0.009975342,0.21843603,0.7715886,0.368,0.632,0.0,-0.5423
You can basically put a movie up on YouTube if you say a couple words every few seconds,0.1258606,0.6678178,0.20632166,0.156,0.844,0.0,-0.5423
32:48 mhhh na. xD,0.043765727,0.85263944,0.10359476,0.163,0.837,0.0,-0.5413
"That conclusion was definitely satisfying, Tom. 👍",0.002353392,0.025878446,0.9717682,0.304,0.696,0.0,-0.5413
This video nails the point so hard that it should just be considered the law.,0.30602318,0.54736835,0.1466085,0.218,0.691,0.091,-0.5413
@Tom Scott A major point you neglected is that there's confusion about the difference between copyright infringement and plagiarism. Copyrights and patents should last only as long as is necessary to establish who the original author is within their relevant community. 12 years is an absolute maximum.,0.4435721,0.49997842,0.05644944,0.333,0.667,0.0,-0.5413
"I'm glad someone else than me was thinking about rewriting copyright laws.
It'll definitively happen.",0.044911955,0.26950708,0.68558097,0.466,0.534,0.0,-0.5411
"The algorithm isn't broken, the laws are broken, and they favor those with the most money...",0.49753445,0.4284423,0.07402317,0.333,0.667,0.0,-0.5411
"This reminds me the times people were making overcomplicated starmaps in geocentric model, so that they are not killed by the Church. Maybe  someone must confront the Church, and finance art by taxes, since it should be copyright free, and considered to be basic human right to copy.",0.35026222,0.5657122,0.08402559,0.302,0.528,0.17,-0.5411
"God damnit, Tom. I watched this ONCE hours ago, and have had Pachelbel's Canon stuck in my head ever since. You bastard.",0.96192074,0.033342257,0.0047370493,0.183,0.817,0.0,-0.5411
What about Mgronnald's and Mindows? (and other thin de-brandings common in the anime industry),0.07144358,0.8837512,0.04480519,0.234,0.766,0.0,-0.5411
"Dont use ali as an example
Dont use an idiot with idiotic fans as an example",0.94790775,0.048689064,0.0034032427,0.149,0.851,0.0,-0.5411
LegalEagle more like LegalVampire,0.274738,0.68748975,0.037772197,0.538,0.462,0.0,-0.541
"nice streamer impersonation, you even had an RGB headset.",0.028408231,0.24351645,0.7280753,0.09,0.851,0.059,-0.5409
"Im sure plenty will see this and be and, without fully watching and understanding the video, will be mad and start ranting about this..",0.7274604,0.24616536,0.026374256,0.198,0.734,0.068,-0.5405
"Did you just say that I belong to the ""Nerdy underbelly of the internet""",0.6362807,0.34186757,0.021851702,0.115,0.779,0.106,-0.5389
its still pronounced gif,0.079670705,0.7356489,0.18468046,0.136,0.749,0.115,-0.5386
"27:23
""You either have to be a subscription service or one of the world's largest advertising firms.""

*I then immediately got 2 ads for YouTube Premium.*",0.3221406,0.5523449,0.12551452,0.123,0.877,0.0,-0.5383
No one screams like Jay Foreman,0.21743274,0.6543679,0.1281994,0.169,0.831,0.0,-0.5362
We should hack the Content ID databasr and get all the movies!,0.33480397,0.5491198,0.11607624,0.301,0.699,0.0,-0.5327
bing bong your opinion is wrong,0.8713637,0.12080038,0.007835914,0.16,0.84,0.0,-0.5319
Meanwhile I got copyrighted for having a classic music that is in public domain,0.4091569,0.5381582,0.052684978,0.221,0.618,0.161,-0.5312
tom in a hawaiian shirt! big mood...,0.0023463867,0.10107862,0.8965749,0.276,0.724,0.0,-0.5307
"So, ... who walked into what?",0.19177213,0.7816426,0.026585333,0.118,0.882,0.0,-0.5302
"""photography is an art"" get tf out of here",0.7570063,0.21489279,0.028100858,0.206,0.66,0.133,-0.5292
"Any music or content I create will always be free to use. I hate copyright laws. I understand they're needed, but its gotten out of hand. Greedy bastards out there.",0.8222675,0.15313965,0.024592867,0.156,0.74,0.105,-0.5291
"Regarding the 20 year patent law, that is why we now have household 3d printers. The technology was patented 30 years ago (well, the common technology, called FDM or FFF. Others were patented later on). When it expired in 2009, amateur 3d printing started to blossom.

This is my take on it. The Reprap project has existed since 2005 so one could argue. But this still is a very fair point - if patent laws in the US had been 70 years maybe it'd take until 2059 to make FFF printers legally.",0.08592665,0.6049164,0.3091569,0.086,0.914,0.0,-0.5282
Evan Edingers bedroom appears in this video,0.023014963,0.9343968,0.042588253,0.348,0.458,0.194,-0.5281
"If you make something harder to do or obtain legally, then people are more likely to pirate",0.7981893,0.19478932,0.0070213093,0.295,0.572,0.133,-0.5279
I am in a position where I compose music scores that are 100% my own work. Most of my scores gather virtual dust in my bedroom. I have no idea what to do with my scores.,0.6588305,0.2974462,0.043723267,0.198,0.694,0.108,-0.5279
Oi! The James Bond movies are fine. Leave them alone.,0.17860907,0.5298642,0.29152673,0.241,0.67,0.089,-0.5267
Capitalism is dumb,0.9302033,0.061312754,0.008483914,0.195,0.805,0.0,-0.5267
DIS-putes,0.444933,0.48929474,0.065772206,0.595,0.405,0.0,-0.5267
"This looks like it was HUGE project... thanks for video, I am new to your channel, thanks !",0.0017996725,0.018721363,0.979479,0.109,0.891,0.0,-0.5267
Jay Foreman Be Like AAAAAAAAAAAAAAAAAAAAA,0.031057026,0.7010722,0.26787075,0.407,0.465,0.128,-0.5267
"Tom can you do a video on how come I know every you-tuber acting or named in this video (except the end) but almost no one in YouTube rewind? 
Like are you part of a reasonably big bubble that has nothing to do with rewind?",0.5284513,0.42001823,0.051530473,0.185,0.815,0.0,-0.5267
...but is this really how it should be??,0.3699995,0.59994,0.03006046,0.151,0.778,0.071,-0.5267
"Ah, I am now afraid of CASE... That solves the only problem companies that stops them from cracking down on all pirated content owners... The fact that it would be too expensive to pull off.
See you in jail Limewire and Ares comrades...",0.7021409,0.2612291,0.036629926,0.63,0.37,0.0,-0.5267
"27:25 ""one of the world's largest advertising-"" an ads play",0.16217375,0.7196054,0.11822085,0.375,0.625,0.0,-0.5267
This is really 42 minutes of Tom Scott. Amazing!,0.0033164863,0.021476872,0.9752067,0.286,0.714,0.0,-0.5267
Maybe 15 years and the option to renew the copyright for another 15 years until 60 years,0.023177559,0.90896076,0.067861676,0.221,0.779,0.0,-0.5267
wait so if you criticize you won't be slapped by legal?,0.4353758,0.54813987,0.016484294,0.211,0.723,0.066,-0.5267
"Awesome concept, Tom. Love the informational content as well as the entertainment.",0.0020734584,0.012783891,0.98514265,0.63,0.37,0.0,-0.5267
"""All the power is still with the people who have money"" is kinda the essence to America.",0.27251455,0.651554,0.07593149,0.121,0.828,0.05,-0.5267
Some of the best content on YouTube!,0.001209326,0.012406914,0.98638374,0.459,0.541,0.0,-0.5267
Absolutely fantastic!,0.00696139,0.040735472,0.9523032,0.327,0.673,0.0,-0.5267
3:00 Me when I get an unknown call,0.17188415,0.78455895,0.043556858,0.124,0.876,0.0,-0.5267
Is it possible for the YouTube copyright scan to make a mistake and think one music is another?,0.48270956,0.49192607,0.025364427,0.359,0.469,0.172,-0.5267
